ORIGIN,,,,,,,,,,STATUS,,,,,DESCRIPTION AND CATALOG OF THE RULE,,,,,,MAIN DATA INFORMATION,,,,,,,,,,,TECHNICAL INFORMATION,,,,,,,,,,,,,,,,,,,,"Modificado (cambiado color a amarillo) --> NO TOCAR ARRASTRAR FORMULA
Nueva versión en verde (ajustar MMRule ""0N"")--> (Normativa de repositorios de configuraciones y jobs - 3.2 )",,,,,Extra info C360,,,Revision Final-WIP,,nueva version en verde,,,,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(4),The data value complies with the required format: ALPHANUMERIC(4),gf_entity_id,,,,,,t_g5m3_movement_carbon_footprint,,,,,,,,,ALPHANUMERIC(4),N/A,"^.{1,4}$",,,,,,,N/A,TRUE,,GL_MVP_t_g5m3_movement_carbon_footprint_3.2_003,NO CHANGES,,15.1.0,G5M3_movement-carbon-footprint_MRField.conf,"CUTOFF_DATE: Date of the data
OPERATION_DATE: Date of the data without hyphen
PREVIOUS_CUTOFF_DATE: Previous date to be compared",,,#N/A,G5M3,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-g5m3/blob/15.1.0/hammurabi/confs/master/g5m3/G5M3_movement-carbon-footprint_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(2),The data value complies with the required format: ALPHANUMERIC(2),g_country_id,,,,,,t_cgj7_customer_carbon_footprint,,,,,,,,,ALPHANUMERIC(2),N/A,"^.{1,2}$",,,,,,,N/A,TRUE,,GL_MVP_t_cgj7_customer_carbon_footprint_3.2_001,NO CHANGES,,15.1.0,CGJ7_customer-carbon-footprint_MRField.conf,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     PREVIOUS_CUTOFF_DATE: Previous date to be compared

JOB EXTRALIBS:
     extralibs: Link to custom repository",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-customercarbonfootpmrfield-01.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-customercarbonfootpmrfield-01.json?at=refs%2Ftags%2Fv18.3.7",CGJ7,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-cgj7/blob/15.1.0/hammurabi/confs/master/cgj7/CGJ7_customer-carbon-footprint_MRField.conf,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/projectsdatio/c360hammcustom/1.3.4/c360hammcustom-1.3.4-jar-with-dependencies.jar,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(4),The data value complies with the required format: ALPHANUMERIC(4),gf_entity_id,,,,,,t_cgj7_customer_carbon_footprint,,,,,,,,,ALPHANUMERIC(4),N/A,"^.{1,4}$",,,,,,,N/A,TRUE,,GL_MVP_t_cgj7_customer_carbon_footprint_3.2_003,NO CHANGES,,15.1.0,CGJ7_customer-carbon-footprint_MRField.conf,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     PREVIOUS_CUTOFF_DATE: Previous date to be compared

JOB EXTRALIBS:
     extralibs: Link to custom repository",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-customercarbonfootpmrfield-01.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-customercarbonfootpmrfield-01.json?at=refs%2Ftags%2Fv18.3.7",CGJ7,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-cgj7/blob/15.1.0/hammurabi/confs/master/cgj7/CGJ7_customer-carbon-footprint_MRField.conf,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/projectsdatio/c360hammcustom/1.3.4/c360hammcustom-1.3.4-jar-with-dependencies.jar,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,4.2-Duplication of records for the same data (Duplicates),,YES,,"El campo clave formado por
g_country_id
g_entity_id
gf_entity_id
g_customer_id
gf_cutoff_date
es único 
y no existen duplicados en la tabla","The table
does not contain duplicates in its Primary Key formed by 
g_country_id
g_entity_id
gf_entity_id
g_customer_id
gf_cutoff_date","g_country_id 
g_entity_id 
gf_entity_id 
g_customer_id 
gf_cutoff_date",,,,,,t_cgj7_customer_carbon_footprint,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_cgj7_customer_carbon_footprint_4.2_000,NO CHANGES,,15.1.0,CGJ7_customer-carbon-footprint_MRField.conf,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     PREVIOUS_CUTOFF_DATE: Previous date to be compared

JOB EXTRALIBS:
     extralibs: Link to custom repository",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-customercarbonfootpmrfield-01.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-customercarbonfootpmrfield-01.json?at=refs%2Ftags%2Fv18.3.7",CGJ7,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-cgj7/blob/15.1.0/hammurabi/confs/master/cgj7/CGJ7_customer-carbon-footprint_MRField.conf,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/projectsdatio/c360hammcustom/1.3.4/c360hammcustom-1.3.4-jar-with-dependencies.jar,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q25,,4.2-Duplication of records for the same data (Duplicates),,YES,,"El campo clave formado por
g_country_id
g_entity_id
gf_entity_id
gf_cutoff_date
g_contract_id
gf_acquisition_sust_data_date
gf_sustainability_subcatg_id
es único 
y no existen duplicados en la tabla","The table
does not contain duplicates in its Primary Key formed by 
g_country_id
g_entity_id
gf_entity_id
gf_cutoff_date
g_contract_id
gf_acquisition_sust_data_date
gf_sustainability_subcatg_id","g_country_id
g_entity_id
gf_entity_id
gf_cutoff_date
g_contract_id
gf_acquisition_sust_data_date
gf_sustainability_subcatg_id",,,,,,t_rzua_sust_operations,,,,,,,,,N/A,N/A,N/A,,,,,,,gf_source_system_sust_type,TRUE,,GL_STR_t_rzua_sust_operations_4.2_000,MOD,,18.3.3,RZUA_sust-operations_MRField.conf,"CUTOFF_DATE: Date of the data
SOURCE_LIST: Origin of data (gf_source_system_sust_type): Example: 'SOURCE_LIST': "" 'A', 'B' """,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",RZUA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-rzua/blob/18.3.3/hammurabi/confs/master/rzua/RZUA_sust-operations_MRField.conf,,04/11/2025,Modified,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q23,,4.2-Duplication of records for the same data (Duplicates),,YES,,"El campo clave formado por
g_movement_id
g_country_id
g_entity_id
gf_entity_id
gf_movement_validity_strt_date
gf_cutoff_date
es único 
y no existen duplicados en la tabla","The table
does not contain duplicates in its Primary Key formed by 
g_movement_id
g_country_id
g_entity_id
gf_entity_id
gf_movement_validity_strt_date
gf_cutoff_date","g_movement_id
g_country_id
g_entity_id
gf_entity_id
gf_movement_validity_strt_date
gf_cutoff_date",,,,,,t_g5m3_movement_carbon_footprint,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_g5m3_movement_carbon_footprint_4.2_000,NO CHANGES,,15.1.0,G5M3_movement-carbon-footprint_MRField.conf,"CUTOFF_DATE: Date of the data
OPERATION_DATE: Date of the data without hyphen",,,#N/A,G5M3,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-g5m3/blob/15.1.0/hammurabi/confs/master/g5m3/G5M3_movement-carbon-footprint_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q25,,4.3-Reconciliation of the same data between different tables / repositories at the same moment of time (accounting reconciliation / referential integrity),,NO,,Todo g_customer_id de la tabla de Movement Customer Carbon Footprint  tiene que estar en la tabla Basic Data - Customer,All G_Customer_ID of the Movement Customer Carbon Footprint table has to be on the Basic Data table - Customer,g_customer_id,,,,,,t_cgj7_customer_carbon_footprint,,,t_kbtq_customer_info,g_customer_id,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_cgj7_customer_carbon_footprint_4.3_000,MOD,,18.3.0,CGJ7_customer-carbon-footprint_KBTQ_customer-info_MMRule.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-customercarbonfootpmmrule-02.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-customercarbonfootpmmrule-02.json?at=refs%2Ftags%2Fv18.3.7",CGJ7,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-cgj7/blob/18.3.0/hammurabi/confs/master/cgj7/CGJ7_customer-carbon-footprint_KBTQ_customer-info_MMRule.conf,,08/10/2025,Modified,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,6.9-Volumetry trend,,NO,,El volumen de registros del fichero t_cgj7_customer_carbon_footprint entre periodos no supera el umbral.Foto fin de mes.,The volume of records in the file t_cgj7_customer_carbon_footprint between periods does not exceed the threshold. End of month photo,N/A,,,,,,t_cgj7_customer_carbon_footprint,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_cgj7_customer_carbon_footprint_6.9_000,NO CHANGES,,15.1.0,CGJ7_customer-carbon-footprint_MRObject.conf,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-customercarbonfootpmrobject-01.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-customercarbonfootpmrobject-01.json?at=refs%2Ftags%2Fv18.3.7",CGJ7,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-cgj7/blob/15.1.0/hammurabi/confs/master/cgj7/CGJ7_customer-carbon-footprint_MRObject.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q25,,6.9-Volumetry trend,,NO,,El volumen de registros del fichero t_rzua_sust_operations entre periodos no supera el umbral.Foto fin de mes.,The volume of records in the file t_rzua_sust_operations between periods does not exceed the threshold. End of month photo,N/A,,,,,,t_rzua_sust_operations,,,,,,,,,N/A,N/A,N/A,,,,,,,gf_source_system_sust_type,TRUE,,GL_STR_t_rzua_sust_operations_6.9_000,MOD,,18.3.3,RZUA_sust-operations_MRObject.conf,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound
SOURCE_LIST: Origin of data (gf_source_system_sust_type): Example: 'SOURCE_LIST': "" 'A', 'B' """,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrobject-01.json?at=refs%2Ftags%2Fv18.3.3",RZUA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-rzua/blob/18.3.3/hammurabi/confs/master/rzua/RZUA_sust-operations_MRObject.conf,,04/11/2025,Modified,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,6.9-Volumetry trend,,NO,,El volumen de registros del fichero t_g5m3_movement_carbon_footprint entre periodos no supera el umbral.Foto fin de mes.,The volume of records in the file t_g5m3_movement_carbon_footprint between periods does not exceed the threshold. End of month photo,N/A,,,,,,t_g5m3_movement_carbon_footprint,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_g5m3_movement_carbon_footprint_6.9_000,NO CHANGES,,15.1.0,G5M3_movement-carbon-footprint_MRObject.conf,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",,,#N/A,G5M3,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-g5m3/blob/15.1.0/hammurabi/confs/master/g5m3/G5M3_movement-carbon-footprint_MRObject.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,3.1-Checking the null data value (NULL or empty value),,YES,,"El campo g_energy_id
de la tabla t_kwth_energy_price_emis_factor
debe estar informado","The 
field g_energy_id from the object t_kwth_energy_price_emis_factor 
must be informed",g_energy_id,,,,,,t_kwth_energy_price_emis_factor,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_MVP_t_kwth_energy_price_emis_factor_3.1_000,NO CHANGES,,15.1.0,KWTH_energy-price-emis-factor_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-energypriceemisfactmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-energypriceemisfactmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_energy-price-emis-factor_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(3),The data value complies with the required format: ALPHANUMERIC(3),g_energy_id,,,,,,t_kwth_energy_price_emis_factor,,,,,,,,,ALPHANUMERIC(3),N/A,"^.{1,3}$",,,,,,,N/A,TRUE,,GL_MVP_t_kwth_energy_price_emis_factor_3.2_000,NO CHANGES,,15.1.0,KWTH_energy-price-emis-factor_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-energypriceemisfactmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-energypriceemisfactmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_energy-price-emis-factor_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,4.2-Duplication of records for the same data (Duplicates),,YES,,"El campo clave formado por
g_energy_id
gf_year_month_date_id
es único 
y no existen duplicados en la tabla","The table
does not contain duplicates in its Primary Key formed by 
g_energy_id
gf_year_month_date_id","g_energy_id
gf_year_month_date_id",,,,,,t_kwth_energy_price_emis_factor,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_kwth_energy_price_emis_factor_4.2_000,NO CHANGES,,15.1.0,KWTH_energy-price-emis-factor_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-energypriceemisfactmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-energypriceemisfactmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_energy-price-emis-factor_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,6.9-Volumetry trend,,NO,,El volumen de registros del fichero t_kwth_energy_price_emis_factor entre periodos no supera el umbral.Foto fin de mes.,The volume of records in the file t_kwth_energy_price_emis_factor between periods does not exceed the threshold. End of month photo,N/A,,,,,,t_kwth_energy_price_emis_factor,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_kwth_energy_price_emis_factor_6.9_000,NO CHANGES,,15.1.0,KWTH_energy-price-emis-factor_MRObject.conf,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-energypriceemisfactmrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-energypriceemisfactmrobject-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_energy-price-emis-factor_MRObject.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,3.1-Checking the null data value (NULL or empty value),,YES,,"El campo gf_province_id
de la tabla t_kwth_light_price
debe estar informado","The 
field gf_province_id from the object t_kwth_light_price
must be informed",gf_province_id,,,,,,t_kwth_light_price,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_MVP_t_kwth_light_price_3.1_000,NO CHANGES,,15.1.0,KWTH_light-price_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-lightpricemrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-lightpricemrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_light-price_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(9),The data value complies with the required format: ALPHANUMERIC(9),gf_province_id,,,,,,t_kwth_light_price,,,,,,,,,ALPHANUMERIC(9),N/A,"^.{1,9}$",,,,,,,N/A,TRUE,,GL_MVP_t_kwth_light_price_3.2_000,NO CHANGES,,15.1.0,KWTH_light-price_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-lightpricemrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-lightpricemrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_light-price_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,4.2-Duplication of records for the same data (Duplicates),,YES,,"El campo clave formado por
gf_province_id
gf_year_month_date_id
gf_lgt_avg_cons_upp_lm_number
gf_lgt_avg_cons_low_lm_number
es único 
y no existen duplicados en la tabla","The table
does not contain duplicates in its Primary Key formed by 
gf_province_id
gf_year_month_date_id
gf_lgt_avg_cons_upp_lm_number
gf_lgt_avg_cons_low_lm_number","gf_province_id
gf_year_month_date_id
gf_lgt_avg_cons_upp_lm_number
gf_lgt_avg_cons_low_lm_number",,,,,,t_kwth_light_price,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_kwth_light_price_4.2_000,NO CHANGES,,15.1.0,KWTH_light-price_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-lightpricemrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-lightpricemrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_light-price_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,6.9-Volumetry trend,,NO,,El volumen de registros del fichero t_kwth_light_price entre periodos no supera el umbral.Foto fin de mes.,The volume of records in the file t_kwth_light_price between periods does not exceed the threshold. End of month photo,N/A,,,,,,t_kwth_light_price,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_kwth_light_price_6.9_000,NO CHANGES,,15.1.0,KWTH_light-price_MRObject.conf,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-lightpricemrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-lightpricemrobject-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_light-price_MRObject.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,1Q21,,3.1-Checking the null data value (NULL or empty value),,YES,,"El campo g_country_id
de la tabla t_kszg_queue_controller
debe estar informado","The 
field g_country_id from the object t_kszg_queue_controller
must be informed",g_country_id,,,,,,t_kszg_queue_controller,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_MVP_t_kszg_queue_controller_3.1_000,NO CHANGES,,15.1.0,KSZG_queue-controller_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KSZG_APP-ID-19618_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kszg-gl-hmm-qlt-queuecontrollermrfield-01.json?at=refs%2Ftags%2Fv18.4.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KSZG_APP-ID-19618_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kszg-gl-hmm-qlt-queuecontrollermrfield-01.json?at=refs%2Ftags%2Fv18.4.7",KSZG,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kszg/blob/15.1.0/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,,06/11/2024,Stock,..
